Time,ai0,ai2,ai1,ai3,
4.400000e+00,-1.832280e-04,4.230815e-02,-9.346940e-04,6.030850e-03,
4.500000e+00,-1.832280e-04,5.503663e-02,-6.023302e-03,-6.690393e-03,
4.600000e+00,-1.832280e-04,4.230815e-02,1.609610e-03,6.030850e-03,
4.700000e+00,9.993891e-03,3.976245e-02,-9.346940e-04,9.423527e-04,
4.800000e+00,9.993891e-03,4.739954e-02,-6.023302e-03,9.423527e-04,
4.900000e+00,2.361052e-03,5.249093e-02,-9.346940e-04,-4.146144e-03,
5,4.905332e-03,3.976245e-02,-6.023302e-03,6.030850e-03,
5.100000e+00,9.993891e-03,4.739954e-02,-3.478998e-03,9.423527e-04,
5.200000e+00,-1.832280e-04,5.758233e-02,-6.023302e-03,-6.690393e-03,
5.300000e+00,9.993891e-03,5.249093e-02,-6.023302e-03,9.423527e-04,
5.400000e+00,-5.271788e-03,4.739954e-02,6.698218e-03,6.030850e-03,
5.500000e+00,2.361052e-03,5.249093e-02,1.609610e-03,6.030850e-03,
5.600000e+00,-5.271788e-03,5.249093e-02,6.698218e-03,6.030850e-03,
5.700000e+00,7.449612e-03,5.503663e-02,-6.023302e-03,-6.690393e-03,
5.800000e+00,-1.832280e-04,5.249093e-02,4.153914e-03,6.030850e-03,
5.900000e+00,-1.832280e-04,5.758233e-02,1.609610e-03,9.423527e-04,
6,-1.832280e-04,4.994524e-02,1.609610e-03,9.423527e-04,
6.100000e+00,9.993891e-03,5.758233e-02,1.609610e-03,9.423527e-04,
6.200000e+00,7.449612e-03,5.758233e-02,-6.023302e-03,9.423527e-04,
6.300000e+00,2.361052e-03,6.012802e-02,1.609610e-03,-1.601896e-03,
6.400000e+00,-5.271788e-03,4.994524e-02,1.178683e-02,6.030850e-03,
6.500000e+00,-1.832280e-04,5.503663e-02,-9.346940e-04,3.486601e-03,
6.600000e+00,-1.832280e-04,5.758233e-02,-9.346940e-04,8.575098e-03,
6.700000e+00,9.993891e-03,5.758233e-02,-6.023302e-03,8.575098e-03,
6.800000e+00,2.361052e-03,6.521942e-02,6.698218e-03,9.423527e-04,
6.900000e+00,9.993891e-03,6.776511e-02,1.609610e-03,9.423527e-04,
7,-1.832280e-04,6.267372e-02,-9.346940e-04,8.575098e-03,
7.100000e+00,-1.832280e-04,6.012802e-02,-9.346940e-04,6.030850e-03,
7.200000e+00,7.449612e-03,6.267372e-02,-6.023302e-03,9.423527e-04,
7.300000e+00,-1.832280e-04,8.049360e-02,1.609610e-03,9.423527e-04,
7.400000e+00,2.361052e-03,7.285651e-02,-6.023302e-03,9.423527e-04,
7.500000e+00,9.993891e-03,7.540220e-02,-3.478998e-03,9.423527e-04,
7.600000e+00,9.993891e-03,8.049360e-02,-6.023302e-03,-6.690393e-03,
7.700000e+00,2.361052e-03,6.776511e-02,-9.346940e-04,6.030850e-03,
7.800000e+00,-1.832280e-04,7.285651e-02,1.609610e-03,6.030850e-03,
7.900000e+00,-2.727508e-03,8.303930e-02,-9.346940e-04,-4.146144e-03,
8,4.905332e-03,7.794790e-02,-6.023302e-03,-1.601896e-03,
8.100000e+00,2.361052e-03,7.540220e-02,-9.346940e-04,3.486601e-03,
8.200000e+00,9.993891e-03,8.558499e-02,-6.023302e-03,9.423527e-04,
8.300000e+00,-1.832280e-04,8.558499e-02,1.609610e-03,-1.601896e-03,
8.400000e+00,9.993891e-03,9.576778e-02,-6.023302e-03,-4.146144e-03,
8.500000e+00,-1.832280e-04,9.322208e-02,-9.346940e-04,-6.690393e-03,
8.600000e+00,-1.832280e-04,8.049360e-02,-9.346940e-04,6.030850e-03,
8.700000e+00,-1.832280e-04,9.322208e-02,-9.346940e-04,9.423527e-04,
8.800000e+00,9.993891e-03,9.322208e-02,-6.023302e-03,9.423527e-04,
8.900000e+00,-1.832280e-04,9.322208e-02,1.609610e-03,9.423527e-04,
9,-1.832280e-04,1.008592e-01,6.698218e-03,-6.690393e-03,
9.100000e+00,2.361052e-03,9.322208e-02,-9.346940e-04,-6.690393e-03,
9.200000e+00,-1.832280e-04,1.034049e-01,1.609610e-03,-6.690393e-03,
9.300000e+00,2.361052e-03,9.322208e-02,1.609610e-03,6.030850e-03,
9.400000e+00,9.993891e-03,9.576778e-02,-6.023302e-03,-6.690393e-03,
9.500000e+00,2.361052e-03,1.034049e-01,-9.346940e-04,-6.690393e-03,
9.600000e+00,4.905332e-03,9.576778e-02,-9.346940e-04,6.030850e-03,
9.700000e+00,-1.832280e-04,9.322208e-02,1.609610e-03,6.030850e-03,
9.800000e+00,9.993891e-03,9.322208e-02,1.609610e-03,6.030850e-03,
9.900000e+00,-1.832280e-04,1.059506e-01,4.153914e-03,9.423527e-04,
10,9.993891e-03,9.576778e-02,-6.023302e-03,-1.601896e-03,
1.010000e+01,4.905332e-03,1.110420e-01,1.609610e-03,-6.690393e-03,
1.020000e+01,-1.832280e-04,1.084963e-01,1.609610e-03,9.423527e-04,
1.030000e+01,9.993891e-03,9.576778e-02,-6.023302e-03,9.423527e-04,
1.040000e+01,2.361052e-03,1.059506e-01,1.609610e-03,9.423527e-04,
1.050000e+01,-5.271788e-03,9.322208e-02,6.698218e-03,8.575098e-03,
1.060000e+01,2.361052e-03,9.576778e-02,1.609610e-03,6.030850e-03,
1.070000e+01,-5.271788e-03,1.084963e-01,4.153914e-03,-4.146144e-03,
1.080000e+01,-1.832280e-04,9.831348e-02,-9.346940e-04,6.030850e-03,
1.090000e+01,2.361052e-03,9.322208e-02,-9.346940e-04,-1.601896e-03,
11,-5.271788e-03,1.034049e-01,6.698218e-03,9.423527e-04,
1.110000e+01,-5.271788e-03,1.034049e-01,1.178683e-02,9.423527e-04,
1.120000e+01,-1.832280e-04,9.831348e-02,1.609610e-03,-4.146144e-03,
1.130000e+01,9.993891e-03,9.576778e-02,-6.023302e-03,9.423527e-04,
1.140000e+01,9.993891e-03,9.576778e-02,-6.023302e-03,-6.690393e-03,
1.150000e+01,-1.832280e-04,9.322208e-02,-9.346940e-04,-4.146144e-03,
1.160000e+01,-2.727508e-03,9.322208e-02,6.698218e-03,-4.146144e-03,
1.170000e+01,-5.271788e-03,8.813069e-02,9.242522e-03,-6.690393e-03,
1.180000e+01,-1.832280e-04,8.558499e-02,-6.023302e-03,9.423527e-04,
1.190000e+01,4.905332e-03,7.540220e-02,-3.478998e-03,-1.601896e-03,
12,-7.816068e-03,7.794790e-02,6.698218e-03,9.423527e-04,
1.210000e+01,2.361052e-03,8.813069e-02,-6.023302e-03,-6.690393e-03,
1.220000e+01,-1.832280e-04,8.558499e-02,1.609610e-03,-4.146144e-03,
1.230000e+01,-1.832280e-04,7.540220e-02,1.609610e-03,6.030850e-03,
1.240000e+01,-1.832280e-04,9.067639e-02,-9.346940e-04,9.423527e-04,
1.250000e+01,1.253817e-02,9.067639e-02,-3.478998e-03,-1.601896e-03,
1.260000e+01,9.993891e-03,9.067639e-02,-9.346940e-04,8.575098e-03,
1.270000e+01,9.993891e-03,1.008592e-01,-6.023302e-03,9.423527e-04,
1.280000e+01,-5.271788e-03,1.059506e-01,-9.346940e-04,9.423527e-04,
1.290000e+01,9.993891e-03,1.084963e-01,-6.023302e-03,9.423527e-04,
13,2.361052e-03,1.059506e-01,1.609610e-03,6.030850e-03,
1.310000e+01,-1.832280e-04,1.212247e-01,4.153914e-03,9.423527e-04,
1.320000e+01,2.361052e-03,1.212247e-01,1.609610e-03,-1.601896e-03,
1.330000e+01,2.361052e-03,1.186791e-01,6.698218e-03,9.423527e-04,
1.340000e+01,9.993891e-03,1.161334e-01,-8.567606e-03,9.423527e-04,
1.350000e+01,4.905332e-03,1.212247e-01,-6.023302e-03,9.423527e-04,
1.360000e+01,-1.832280e-04,1.161334e-01,1.609610e-03,9.423527e-04,
1.370000e+01,7.449612e-03,1.008592e-01,-9.346940e-04,6.030850e-03,
1.380000e+01,2.361052e-03,1.110420e-01,6.698218e-03,-6.690393e-03,
1.390000e+01,-1.832280e-04,1.084963e-01,-9.346940e-04,9.423527e-04,
Time,ai0,ai2,ai1,ai3,
0,9.993891e-03,-1.231622e-01,-6.023302e-03,9.423527e-04,
1.000000e-01,-1.832280e-04,-1.257078e-01,-6.023302e-03,6.030850e-03,
2.000000e-01,4.905332e-03,-1.155251e-01,-6.023302e-03,-1.601896e-03,
3.000000e-01,-1.832280e-04,-1.129794e-01,-9.346940e-04,-6.690393e-03,
4.000000e-01,2.361052e-03,-1.155251e-01,-9.346940e-04,-1.601896e-03,
5.000000e-01,9.993891e-03,-1.129794e-01,-6.023302e-03,-4.146144e-03,
6.000000e-01,-2.727508e-03,-1.231622e-01,-6.023302e-03,6.030850e-03,
7.000000e-01,-5.271788e-03,-1.155251e-01,6.698218e-03,6.030850e-03,
8.000000e-01,9.993891e-03,-1.129794e-01,-3.478998e-03,9.423527e-04,
9.000000e-01,7.449612e-03,-1.129794e-01,-3.478998e-03,-4.146144e-03,
1,2.361052e-03,-1.180708e-01,1.609610e-03,9.423527e-04,
1.100000e+00,9.993891e-03,-1.257078e-01,-6.023302e-03,9.423527e-04,
1.200000e+00,2.361052e-03,-1.129794e-01,-9.346940e-04,-6.690393e-03,
1.300000e+00,9.993891e-03,-1.257078e-01,-6.023302e-03,9.423527e-04,
1.400000e+00,9.993891e-03,-1.206165e-01,-6.023302e-03,9.423527e-04,
1.500000e+00,-2.727508e-03,-1.129794e-01,6.698218e-03,9.423527e-04,
1.600000e+00,2.361052e-03,-1.180708e-01,1.609610e-03,-4.146144e-03,
1.700000e+00,9.993891e-03,-1.282535e-01,-6.023302e-03,-1.601896e-03,
1.800000e+00,9.993891e-03,-1.257078e-01,-6.023302e-03,-4.146144e-03,
1.900000e+00,1.253817e-02,-1.257078e-01,-6.023302e-03,6.030850e-03,
2,9.993891e-03,-1.231622e-01,-6.023302e-03,9.423527e-04,
2.100000e+00,-1.832280e-04,-1.180708e-01,-9.346940e-04,9.423527e-04,
2.200000e+00,2.361052e-03,-1.206165e-01,4.153914e-03,-6.690393e-03,
2.300000e+00,4.905332e-03,-1.282535e-01,-3.478998e-03,9.423527e-04,
2.400000e+00,-5.271788e-03,-1.282535e-01,6.698218e-03,9.423527e-04,
2.500000e+00,-5.271788e-03,-1.282535e-01,6.698218e-03,3.486601e-03,
2.600000e+00,-5.271788e-03,-1.231622e-01,6.698218e-03,-4.146144e-03,
2.700000e+00,-1.832280e-04,-1.358906e-01,1.609610e-03,6.030850e-03,
2.800000e+00,2.361052e-03,-1.231622e-01,-9.346940e-04,9.423527e-04,
2.900000e+00,-1.832280e-04,-1.282535e-01,1.609610e-03,9.423527e-04,
3,-5.271788e-03,-1.333449e-01,1.178683e-02,9.423527e-04,
3.100000e+00,9.993891e-03,-1.358906e-01,1.609610e-03,6.030850e-03,
3.200000e+00,9.993891e-03,-1.333449e-01,-3.478998e-03,-4.146144e-03,
3.300000e+00,2.361052e-03,-1.358906e-01,-9.346940e-04,6.030850e-03,
3.400000e+00,9.993891e-03,-1.307992e-01,-6.023302e-03,9.423527e-04,
3.500000e+00,-1.832280e-04,-1.358906e-01,-9.346940e-04,6.030850e-03,
3.600000e+00,9.993891e-03,-1.257078e-01,-6.023302e-03,-1.601896e-03,
3.700000e+00,2.361052e-03,-1.231622e-01,-9.346940e-04,-6.690393e-03,
3.800000e+00,-1.832280e-04,-1.257078e-01,1.609610e-03,9.423527e-04,
3.900000e+00,-7.816068e-03,-1.282535e-01,6.698218e-03,9.423527e-04,
4,-1.832280e-04,-1.333449e-01,1.609610e-03,9.423527e-04,
4.100000e+00,2.361052e-03,-1.282535e-01,-9.346940e-04,6.030850e-03,
4.200000e+00,-1.832280e-04,-1.231622e-01,-9.346940e-04,9.423527e-04,
4.300000e+00,1.253817e-02,-1.282535e-01,-3.478998e-03,9.423527e-04,
4.400000e+00,-5.271788e-03,-1.307992e-01,9.242522e-03,6.030850e-03,
4.500000e+00,-1.832280e-04,-1.180708e-01,1.609610e-03,9.423527e-04,
4.600000e+00,9.993891e-03,-1.257078e-01,-6.023302e-03,9.423527e-04,
4.700000e+00,-1.832280e-04,-1.180708e-01,-9.346940e-04,9.423527e-04,
4.800000e+00,9.993891e-03,-1.129794e-01,-9.346940e-04,9.423527e-04,
4.900000e+00,-1.832280e-04,-1.053423e-01,1.609610e-03,-6.690393e-03,
5,2.361052e-03,-1.053423e-01,6.698218e-03,9.423527e-04,
5.100000e+00,2.361052e-03,-9.770518e-02,-9.346940e-04,-6.690393e-03,
5.200000e+00,2.361052e-03,-1.129794e-01,1.609610e-03,6.030850e-03,
5.300000e+00,2.361052e-03,-9.515949e-02,-9.346940e-04,-6.690393e-03,
5.400000e+00,9.993891e-03,-9.770518e-02,-6.023302e-03,-6.690393e-03,
5.500000e+00,-1.832280e-04,-1.104337e-01,1.609610e-03,-1.601896e-03,
5.600000e+00,-1.832280e-04,-1.104337e-01,1.609610e-03,6.030850e-03,
5.700000e+00,-1.832280e-04,-1.104337e-01,-9.346940e-04,9.423527e-04,
5.800000e+00,9.993891e-03,-1.206165e-01,-9.346940e-04,8.575098e-03,
5.900000e+00,-1.832280e-04,-1.104337e-01,4.153914e-03,-6.690393e-03,
6,-1.832280e-04,-1.180708e-01,1.609610e-03,-6.690393e-03,
6.100000e+00,4.905332e-03,-1.282535e-01,1.609610e-03,3.486601e-03,
6.200000e+00,9.993891e-03,-1.231622e-01,1.609610e-03,-1.601896e-03,
6.300000e+00,-1.832280e-04,-1.053423e-01,1.609610e-03,-6.690393e-03,
6.400000e+00,7.449612e-03,-1.206165e-01,-6.023302e-03,9.423527e-04,
6.500000e+00,2.361052e-03,-1.129794e-01,9.242522e-03,9.423527e-04,
6.600000e+00,7.449612e-03,-1.231622e-01,-3.478998e-03,3.486601e-03,
6.700000e+00,2.361052e-03,-1.155251e-01,-6.023302e-03,3.486601e-03,
6.800000e+00,7.449612e-03,-1.104337e-01,-6.023302e-03,9.423527e-04,
6.900000e+00,-5.271788e-03,-1.180708e-01,6.698218e-03,6.030850e-03,
7,9.993891e-03,-1.027966e-01,-3.478998e-03,9.423527e-04,
7.100000e+00,-1.832280e-04,-1.078880e-01,1.609610e-03,9.423527e-04,
7.200000e+00,2.361052e-03,-9.006809e-02,-9.346940e-04,-4.146144e-03,
7.300000e+00,7.449612e-03,-9.770518e-02,-6.023302e-03,9.423527e-04,
7.400000e+00,2.361052e-03,-1.104337e-01,-9.346940e-04,6.030850e-03,
7.500000e+00,-1.832280e-04,-1.053423e-01,-6.023302e-03,6.030850e-03,
7.600000e+00,4.905332e-03,-9.261379e-02,-6.023302e-03,-1.601896e-03,
7.700000e+00,2.361052e-03,-8.752240e-02,6.698218e-03,-6.690393e-03,
7.800000e+00,4.905332e-03,-9.006809e-02,-3.478998e-03,-6.690393e-03,
7.900000e+00,4.905332e-03,-8.752240e-02,-6.023302e-03,-1.601896e-03,
8,-5.271788e-03,-7.988530e-02,6.698218e-03,-6.690393e-03,
8.100000e+00,2.361052e-03,-8.497670e-02,6.698218e-03,6.030850e-03,
8.200000e+00,-5.271788e-03,-8.243100e-02,9.242522e-03,9.423527e-04,
8.300000e+00,2.361052e-03,-7.224821e-02,-9.346940e-04,-4.146144e-03,
8.400000e+00,-7.816068e-03,-9.006809e-02,6.698218e-03,6.030850e-03,
8.500000e+00,-1.832280e-04,-6.715682e-02,1.609610e-03,-6.690393e-03,
8.600000e+00,9.993891e-03,-8.497670e-02,1.609610e-03,6.030850e-03,
8.700000e+00,4.905332e-03,-6.715682e-02,-3.478998e-03,-9.234641e-03,
8.800000e+00,-1.832280e-04,-7.479391e-02,1.609610e-03,-1.601896e-03,
8.900000e+00,4.905332e-03,-8.752240e-02,1.609610e-03,6.030850e-03,
9,9.993891e-03,-8.243100e-02,-6.023302e-03,9.423527e-04,
9.100000e+00,-5.271788e-03,-7.988530e-02,4.153914e-03,9.423527e-04,
9.200000e+00,9.993891e-03,-7.988530e-02,-3.478998e-03,9.423527e-04,
9.300000e+00,4.905332e-03,-6.970252e-02,-8.567606e-03,-4.146144e-03,
9.400000e+00,-1.832280e-04,-7.224821e-02,-9.346940e-04,-6.690393e-03,
9.500000e+00,-1.832280e-04,-7.733961e-02,-9.346940e-04,-4.146144e-03,
9.600000e+00,-1.832280e-04,-7.224821e-02,1.609610e-03,9.423527e-04,
9.700000e+00,-2.727508e-03,-8.243100e-02,1.609610e-03,6.030850e-03,
9.800000e+00,-5.271788e-03,-6.970252e-02,-9.346940e-04,9.423527e-04,
9.900000e+00,-1.832280e-04,-6.970252e-02,1.609610e-03,9.423527e-04,
10,-1.832280e-04,-7.733961e-02,1.609610e-03,6.030850e-03,
1.010000e+01,2.361052e-03,-7.224821e-02,-9.346940e-04,9.423527e-04,
1.020000e+01,-1.832280e-04,-7.479391e-02,-9.346940e-04,9.423527e-04,
1.030000e+01,-2.727508e-03,-6.715682e-02,9.242522e-03,-1.601896e-03,
1.040000e+01,-1.832280e-04,-6.461112e-02,1.609610e-03,-4.146144e-03,
1.050000e+01,-7.816068e-03,-5.951973e-02,6.698218e-03,-4.146144e-03,
1.060000e+01,9.993891e-03,-7.224821e-02,-6.023302e-03,9.423527e-04,
1.070000e+01,-1.832280e-04,-7.224821e-02,1.609610e-03,9.423527e-04,
1.080000e+01,9.993891e-03,-6.206543e-02,-6.023302e-03,-1.601896e-03,
1.090000e+01,-1.832280e-04,-5.697403e-02,-6.023302e-03,-6.690393e-03,
11,-5.271788e-03,-5.951973e-02,6.698218e-03,9.423527e-04,
1.110000e+01,9.993891e-03,-6.970252e-02,-6.023302e-03,9.423527e-04,
1.120000e+01,-5.271788e-03,-6.715682e-02,6.698218e-03,9.423527e-04,
1.130000e+01,9.993891e-03,-6.715682e-02,-6.023302e-03,6.030850e-03,
1.140000e+01,-5.271788e-03,-5.442834e-02,4.153914e-03,-6.690393e-03,
1.150000e+01,9.993891e-03,-6.715682e-02,-3.478998e-03,6.030850e-03,
1.160000e+01,-5.271788e-03,-6.715682e-02,1.178683e-02,6.030850e-03,
1.170000e+01,-5.271788e-03,-5.697403e-02,1.609610e-03,9.423527e-04,
1.180000e+01,4.905332e-03,-6.715682e-02,-9.346940e-04,6.030850e-03,
1.190000e+01,9.993891e-03,-4.933694e-02,-6.023302e-03,-6.690393e-03,
